Xで | Yが | つかぬ
今Xの | Yでもなければ -> 褐色でもない -> さればとて -> 交ぜた | 色でもない
今Xの | Yでもない -> さればとて -> 交ぜた | 色でもない
今Xの | Yを -> 交ぜた | 色でもない
Xの | Yであると -> いうより -> ない | 色である
Xの | Yに -> ない | 色である
Xの | 評しYの -> ない | 色である
そのX | Yな -> 事は | ない
そのX | Yは | ない
そのX | Yが | ない
Xは | Yを -> 写生したのだから | 判然しないのである
Xは | YしたYだから | 判然しないのである
Xは | Yも -> ないが | 判然しないのである
Xは | Yらしい -> 所さえ -> 見えないから -> 寝ている -> 猫だか | 判然しないのである
Xは | Yさえ -> 見えないから -> 寝ている -> 猫だか | 判然しないのである
Xは | YYだか -> 寝ている -> 猫だか | 判然しないのである
Xは | Yだか | 判然しないのである
Xは | YYに -> しようがないと | 思った
Xは | YYでも -> しようがないと | 思った
Xは | Yでは -> しようがないと | 思った
Xは | Yないと | 思った
Xから | Yが | うしている
Xから | Y | うしている
Xの | Yは | むずむずする
XXも | Yが -> 出来ぬ -> 仕儀と -> なったから | した
XXも | Yと -> なったから | した
XXも | Yして -> して | した
XXも | Yを -> して | した
XXも | Yへ -> して | した
XXも | Yの -> して | した
XXも | Yを -> 押し出して | した
XXも | あーY | した
XXも | Yなる -> 欠伸を | した
XXも | Yを | した
Xの | Yは -> 壊わしたのだから | 這い出した
Xの | YYたYだから | 這い出した
Xの | Yに -> 行って -> 足そうと -> 思って | 這い出した
Xの | Yへ -> 行って -> 足そうと -> 思って | 這い出した
Xの | Yを -> 足そうと -> 思って | 這い出した
Xは | Yと -> 怒りを -> 掻き交ぜたような -> 声を -> して | 怒鳴った
Xは | Yを -> 掻き交ぜたような -> 声を -> して | 怒鳴った
Xは | 掻き交ぜたYな -> 声を -> して | 怒鳴った
Xは | Yを -> して | 怒鳴った
Xは | Yの -> 中から | 怒鳴った
Xは | Yから | 怒鳴った
Xは | YYと | 怒鳴った
Xは | Yを -> 罵る -> ときは -> 馬鹿野郎というのが | 癖である
Xは | Yは -> 馬鹿野郎というのが | 癖である
Xは | YYというYが | 癖である
Xに | Yの -> 言いようを -> 知らないのだから -> ないが | 思う
Xに | Yを -> 知らないのだから -> ないが | 思う
Xに | 知らないYだから -> ないが | 思う
Xに | Yが -> ないが | 思う
Xに | Yまで -> 辛棒した -> 人の -> 気も -> 知らないで -> 失敬だと | 思う
Xに | YYした -> 人の -> 気も -> 知らないで -> 失敬だと | 思う
Xに | Yの -> 気も -> 知らないで -> 失敬だと | 思う
Xに | Yも -> 知らないで -> 失敬だと | 思う
Xに | YYYYは -> 失敬だと | 思う
Xに | Yだと | 思う
Xも | Y -> 乗る -> 時に -> するなら -> 受けるが | 酷い
Xも | Yが -> 乗る -> 時に -> するなら -> 受けるが | 酷い
Xも | Yの -> 背中へ -> 乗る -> 時に -> するなら -> 受けるが | 酷い
Xも | Yへ -> 乗る -> 時に -> するなら -> 受けるが | 酷い
Xも | Yに -> するなら -> 受けるが | 酷い
Xも | Yでも -> するなら -> 受けるが | 酷い
Xも | Yも -> 甘んじて -> 受けるが | 酷い
Xも | Yの -> 便利になる -> 事は -> ないのに | 酷い
Xも | Yになる -> 事は -> ないのに | 酷い
Xも | Yは -> ないのに | 酷い
Xも | Yも -> ないのに | 酷い
Xも | Yに -> 立ったのを | 酷い
Xも | 立ったYを | 酷い
Xも | YYとは | 酷い
Xという | Yは | 増長している
Xという | Yの -> 力量に -> 慢じて | 増長している
Xという | Yに -> 慢じて | 増長している
Xという | Yじて | 増長している
Xという | Y | 増長している
Xより | Yが -> 出て来て -> 窘めてやらなくては | 分らない
Xより | YYまで -> 増長するか | 分らない
Xより | Yするか | 分らない
Xも | Yするが | ある
Xも | Yは | ある
Xも | Yの -> 不徳について | ある
Xも | Yについて | ある
Xも | Yよりも | ある
Xも | YY -> 悲しむべき -> 報道を -> した -> 事が | ある
Xも | Yを -> した -> 事が | ある
Xも | Yに -> した -> 事が | ある
Xも | Yが | ある
Xの | Yの -> 裏に | ある
Xの | Yに | ある
Xの | YYばかりの -> 茶園が | ある
Xの | Yが | ある
Xと | Y -> 好く -> 当る | 所だ
Xと | Yの -> 当る | 所だ
Xの | 小Yが -> 騒いで -> 出来ない -> 時や -> 折などは | 例である
Xの | Yの -> 出来ない -> 時や -> 折などは | 例である
Xの | Yや -> 折などは | 例である
Xの | Yで -> 折などは | 例である
Xの | YYの -> よくない -> 折などは | 例である
Xの | Yなどは | 例である
Xの | Yは | 例である
Xの | Yでも -> 出て -> 養うのが | 例である
Xの | Yへ -> 出て -> 養うのが | 例である
Xの | Yの -> 気を -> 養うのが | 例である
Xの | Yを -> 養うのが | 例である
Xの | 養うYが | 例である
Xの | YYYの -> 二時頃であったが | 運ばした
Xの | YYYであったが | 運ばした
Xの | Yは | 運ばした
Xの | YY快よく -> 一睡した -> 後 | 運ばした
Xの | Yした -> 後 | 運ばした
Xの | Y | 運ばした
Xの | YY -> 茶園へと | 運ばした
Xの | Yへと | 運ばした
Xの | Yを | 運ばした
Xの | Yを -> 嗅ぎながら -> くると | 寝ている
Xの | YY -> 一本 -> 嗅ぎながら -> くると | 寝ている
Xの | YY -> 嗅ぎながら -> くると | 寝ている
Xの | Yの -> 杉垣の -> そばまで -> くると | 寝ている
Xの | YYの -> そばまで -> くると | 寝ている
Xの | Yまで -> くると | 寝ている
Xの | Yを -> 押し倒して | 寝ている
Xの | そのYに | 寝ている
Xの | Yが | 寝ている
Xの | Y | 寝ている
Xの | Yに | 寝ている
Xは | Yの -> 近づくのも -> 心付かざるごとくまた -> 心付くも -> 無頓着なるごとく | 眠っている
Xは | 近づくYも -> 心付かざるごとくまた -> 心付くも -> 無頓着なるごとく | 眠っている
Xは | Yなるごとく | 眠っている
Xは | Yを -> して | 眠っている
Xは | Yを | 眠っている
Xは | Yえて | 眠っている
Xの | YYに -> 睡られる -> ものかと | 驚かざるを得なかった
Xの | YYたる -> ものが -> 睡られる -> ものかと | 驚かざるを得なかった
Xの | Yが -> 睡られる -> ものかと | 驚かざるを得なかった
Xの | Yまで -> 睡られる -> ものかと | 驚かざるを得なかった
Xの | Yに -> 睡られる -> ものかと | 驚かざるを得なかった
Xの | Yかと | 驚かざるを得なかった
Xの | Yは | 驚かざるを得なかった
Xの | Yに | 驚かざるを得なかった
Xの | Yなる -> 度胸に | 驚かざるを得なかった
Xの | Yに | 驚かざるを得なかった
Xは | Yの | 黒猫である
Xを | Yは | 思われた
Xを | Yなる -> 光線を -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | Yを -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | Yの -> 皮膚の -> 上に -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | Yの -> 上に -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | Yに -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | 抛Y -> かけて -> する -> 柔毛の -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | YYの -> 間より -> 見えぬ -> 炎でも | 思われた
Xを | Yより -> 見えぬ -> 炎でも | 思われた
Xを | Yに -> 見えぬ -> 炎でも | 思われた
Xを | Yでも | 思われた
Xを | 燃えYYYに | 思われた
Xは | YYの -> 大王とも -> 云うべき -> ほどの -> 体格を | 有している
Xは | Yとも -> 云うべき -> ほどの -> 体格を | 有している
Xは | Yなる -> 体格を | 有している
Xは | Yを | 有している
Xの | Yは | ある
Xは | Yの -> 念と -> 佇立して -> 眺めていると | 落ちた
Xは | Yと -> 佇立して -> 眺めていると | 落ちた
Xは | Yの -> 心に -> 忘れて -> 佇立して -> 眺めていると | 落ちた
Xは | Yに -> 忘れて -> 佇立して -> 眺めていると | 落ちた
Xは | Yを -> 忘れて -> 佇立して -> 眺めていると | 落ちた
Xは | Yの -> 前に -> 佇立して -> 眺めていると | 落ちた
Xは | Yに -> 佇立して -> 眺めていると | 落ちた
Xは | Yして -> 眺めていると | 落ちた
Xは | Yも -> なく -> 眺めていると | 落ちた
Xは | Yなる -> 小春の -> 風が | 落ちた
Xは | Yの -> 風が | 落ちた
Xは | Yが | 落ちた
Xは | YYの -> 上から -> 出たる -> 梧桐の -> 枝を -> 誘って | 落ちた
Xは | Yから -> 出たる -> 梧桐の -> 枝を -> 誘って | 落ちた
Xは | Yの -> 枝を -> 誘って | 落ちた
Xは | Yを -> 誘って | 落ちた
Xは | Yと -> 二三枚の -> 葉が | 落ちた
Xは | YYYの -> 葉が | 落ちた
Xは | Yが | 落ちた
Xは | Yの -> 茂みに | 落ちた
Xは | Yに | 落ちた
Xは | Yの -> 眼を | 開いた
Xは | Yを | 開いた
Xは | Yの -> 珍重する -> 琥珀という -> ものよりも | 輝いていた
Xは | Yする -> 琥珀という -> ものよりも | 輝いていた
Xは | Yという -> ものよりも | 輝いていた
Xは | Yよりも | 輝いていた
Xは | Yに -> 美しく | 輝いていた
Xは | Yも | しない
Xの | Yから -> 射るごとき -> 光を -> あつめて | 云った
Xの | Yを -> あつめて | 云った
Xの | Yの -> 額の -> 上に -> あつめて | 云った
Xの | Yなる -> 額の -> 上に -> あつめて | 云った
Xの | Yの -> 上に -> あつめて | 云った
Xの | Yに -> あつめて | 云った
Xの | 御Yえは | 云った
Xの | Yだと | 云った
Xに | Yが -> 卑しいと -> 思ったが | 抱いた
Xに | Yの -> 底に -> 挫し -> 籠っているので | 抱いた
Xに | Yに -> 挫し -> 籠っているので | 抱いた
Xに | Yをも -> 挫し -> 籠っているので | 抱いた
Xに | Yし -> 籠っているので | 抱いた
Xに | YYが -> 籠っているので | 抱いた
Xに | Yは | 抱いた
Xに | Yを | 抱いた
Xを | YYだと -> 思ったから | 猫である
Xを | Yは | 猫である
Xは | Yを -> 装って | 答えた
Xは | Yと | 答えた
X | Yの -> 心臓は | おった
X | Yは | おった
X | Yよりも -> 烈しく -> 鼓動して | おった
X | Yして | おった
Xは | Yに -> 軽蔑せる -> 調子で | 猫だ
Xは | Yせる -> 調子で | 猫だ
Xは | Yで | 猫だ
Xは | Y | 猫だ
Xが | あきれY | あ
Xえ | Yに -> 住んでるんだ | 傍若無人である
Xえ | 住んでるYだ | 傍若無人である
Xは | Yの -> 教師の -> 家に -> いるのだ -> 事だろうと | 思った
Xは | Yの -> 家に -> いるのだ -> 事だろうと | 思った
Xは | Yに -> いるのだ -> 事だろうと | 思った
Xは | いるYだ -> 事だろうと | 思った
Xは | Yだろうと | 思った
Xに | Yだけに | 吹きかける
Xに | Yを | 吹きかける
XXから | Yすると | 思われない
XXから | Yの -> 猫とも | 思われない
XXから | Yとも | 思われない
X | Yしている -> ところを -> 見ると -> 食ってるらしい | 暮しているらしい
X | Yを -> 見ると -> 食ってるらしい | 暮しているらしい
X | Yを -> 食ってるらしい | 暮しているらしい
X | Yに | 暮しているらしい
Xは | 云うYは -> 誰だいと | 聞かざるを得なかった
Xは | YYと | 聞かざるを得なかった
Xれあ | Yの -> 黒よ昂然たる | ものだ
Xれあ | YよYたる | ものだ
Xの | Yは | 乱暴猫である
Xの | Yで -> 知らぬ -> 者 | 乱暴猫である
Xの | Y | 乱暴猫である
Xだけに | Yが -> ないから | 交際しない
Xだけに | Yも | 交際しない
XXXの | Yに -> なっている | 奴だ
Xは | Yの -> 名を -> 聞いて -> 起すと同時に | 生じたのである
Xは | Yを -> 聞いて -> 起すと同時に | 生じたのである
Xは | Y -> こそばゆき -> 感じを -> 起すと同時に | 生じたのである
Xは | Yを -> 起すと同時に | 生じたのである
Xは | Yの -> 念も | 生じたのである
Xは | Yも | 生じたのである
Xは | Yが -> 無学であるかを -> 試してみようと -> 思って | 見た
Xは | Yであるかを -> 試してみようと -> 思って | 見た
Xは | Yの -> 問答を -> して | 見た
Xは | Yを -> して | 見た
XXXと | Yとは | えらいだろう
XXXと | Yが | えらいだろう
Xの | Yが -> 強いに | いらあな
Xの | Yって | いらあな
御Xえの | Yの -> 主人を -> 見ねえ | 皮ばかりだぜ
御Xえの | Yを -> 見ねえ | 皮ばかりだぜ
御Xえの | Yと | 皮ばかりだぜ
Xも | Yの -> 猫だけに | 大分強そうだ
